,hidden_units,num_layers,num_epochs,sequence_length,downside_dev_list,cum_ret_list,std_downside_deviation,overall_downside_deviation,overall_cumulative_return
0,100,2,5,10,"[0.009237638155220253, 0.012182029302198196, 0.009568027841508928, 0.006730400374372194, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.008192302484387366]","[1.3722418250671118, 0.9164072007838004, 1.2255740171076586, 1.4876511674723234, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.4817979653067745]",0.003858641983320186,0.01221028630284056,9.970665996036624
1,100,2,5,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006776027301664141, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.007859034930747483]","[1.635236282141906, 0.8030897353780136, 1.2953555319072327, 1.4525762822099848, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.5393779423449068]",0.004076235042275867,0.012121952437204457,10.748788991595541
2,100,2,5,30,"[0.008035493805797062, 0.012940252844998347, 0.008272499696882556, 0.007084990794566309, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.007874863818749443]","[1.6213116949313195, 0.7511465961684682, 1.3588799319289961, 1.2971024969066909, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.5236625344201238]",0.004080343298625313,0.01214631667104042,9.873513867020547
3,100,2,10,10,"[0.009237638155220253, 0.012182029302198196, 0.009568027841508928, 0.006730400374372194, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.008192302484387366]","[1.3722418250671118, 0.9164072007838004, 1.2255740171076586, 1.4876511674723234, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.4817979653067745]",0.003858641983320186,0.01221028630284056,9.970665996036624
4,100,2,10,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006776027301664141, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.004544227230580967]","[1.635236282141906, 0.8030897353780136, 1.2953555319072327, 1.4525762822099848, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.6429755336434322]",0.0044682878559492096,0.011951438496366937,11.472164725568406
5,100,2,10,30,"[0.008035493805797062, 0.012940252844998347, 0.008272499696882556, 0.007084990794566309, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.007874863818749443]","[1.6213116949313195, 0.7511465961684682, 1.3588799319289961, 1.2971024969066909, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.5236625344201238]",0.004080343298625313,0.01214631667104042,9.873513867020547
6,100,2,20,10,"[0.009237638155220253, 0.012182029302198196, 0.009568027841508928, 0.006730400374372194, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010276023975028126, 0.016009751000240414, 0.003370129363909437]","[1.3722418250671118, 0.9164072007838004, 1.2255740171076586, 1.4876511674723234, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4376776990565392, 0.7138618570251167, 1.2400313413581874]",0.004500809566607875,0.011980166672782887,8.343875898587893
7,100,2,20,20,"[0.00800187299119677, 0.012736767062280838, 0.008540424400719147, 0.006776027301664141, 0.014566658017883082, 0.009305710182024496, 0.019948047197206185, 0.010360430154806427, 0.016108132759259167, 0.0035992261713942834]","[1.635236282141906, 0.8030897353780136, 1.2953555319072327, 1.4525762822099848, 0.8857885973299026, 1.985333387303117, 1.6570951017492757, 1.3561792833243005, 0.7150125829181991, 1.3336434055888247]",0.004613339360216994,0.011919251619844033,9.312236561523545
8,100,2,20,30,"[0.008035493805797062, 0.012940252844998347, 0.008272499696882556, 0.007084990794566309, 0.01454296319872373, 0.009192408057672028, 0.020006861172961885, 0.01039059328677824, 0.016105730029370328, 0.003533120078310981]","[1.6213116949313195, 0.7511465961684682, 1.3588799319289961, 1.2971024969066909, 0.9335245170465029, 2.0326295969541794, 1.6230405880891727, 1.3355829127134795, 0.7339257823907172, 1.2914549512169549]",0.004630939525338542,0.011941018814924632,8.368781197554231
9,100,2,30,10,"[0.009237638155220253, 0.012182029302198196, 0.009568027841508928, 0.006730400374372194, 0.014521880850135432, 0.009292550380890585, 0.01987394460240044, 0.010269548381386419, 0.016009751000240414, 0.0028042770721724273]","[1.3722418250671118, 0.9164072007838004, 1.2255740171076586, 1.4876511674723234, 0.8599581932090686, 2.03316053932092, 1.6355003905004115, 1.4135413716606506, 0.7138618570251167, 1.1607790027400764]",0.004600283510402015,0.011965044429302752,7.679478088096344
